anahtar,konusmaci,sapma,f0,tini,seviye,z_f0,z_tini,z_seviye
D7_NIKO_LIE,SPK_NIKO,0.7,301.9,2138.6,-25.7,0.3,0.8,0.2
D7_N_SCANNER,SPK_NIHAT,0.7,155.3,1172.0,-20.9,0.3,0.8,0.8
D9_URBAN_YES,SPK_URBAN,0.7,320.0,1945.8,-19.4,0.0,0.8,0.5
D_CHICKEN_CATCH_1,SPK_TOLGA,0.7,158.4,1453.9,-20.7,0.6,0.8,0.6
QUEST_SELFIE_DONE,SPK_TOLGA,0.7,142.2,1224.0,-22.0,0.1,0.8,0.4
QUEST_TAPE_DONE,SPK_TOLGA,0.7,158.4,1452.7,-20.2,0.6,0.8,0.9
REACT_CALLIGRAPHER_BOOK,SPK_CALLIGRAPHER,0.7,84.2,1262.1,-20.3,0.3,0.8,0.7
REACT_TAILOR_POWERBANK,SPK_TAILOR,0.7,238.8,2086.0,-21.4,0.7,0.6,0.5
D10G_N_5,SPK_NOTARY,0.7,188.2,1253.2,-18.3,0.4,0.6,1.1
D10H_T_OPEN,SPK_TOLGA,0.7,128.0,1450.1,-21.9,0.7,0.8,0.2
D10H_T_SAFE,SPK_TOLGA,0.7,128.0,1423.1,-22.6,0.7,0.6,0.7
D10L_T_LEBLEBI,SPK_TOLGA,0.7,144.2,1329.1,-19.9,0.0,0.1,1.1
D1_T_MIRROR_FEZ,SPK_TOLGA,0.7,155.3,1451.2,-21.7,0.5,0.8,0.1
D3_M_08,SPK_MUFIDE,0.7,250.0,1196.3,-22.5,0.1,0.8,0.3
D3_R_15,SPK_RIZA,0.7,250.0,2387.4,-17.8,0.7,0.1,0.8
D8_C_PAY,SPK_CEMIL,0.7,258.1,1465.8,-19.2,0.0,0.8,0.8
D9_G_WAIT,SPK_HASAN,0.7,275.9,1981.1,-23.3,0.1,0.8,0.3
D9_T_H2_5,SPK_TOLGA,0.7,128.0,1244.6,-21.1,0.7,0.7,0.3
D9_T_LUTFI_Q,SPK_TOLGA,0.7,128.0,1401.2,-21.5,0.7,0.5,0.0
D9_T_LUTFI_YES,SPK_TOLGA,0.7,153.8,1451.4,-21.4,0.4,0.8,0.1
D_GAL_TOP,SPK_TOLGA,0.7,128.0,1255.5,-21.5,0.7,0.6,0.0
MG_CAUL_K_GREAT,SPK_KADRI,0.7,320.0,2148.8,-24.5,0.3,0.8,0.1
QUEST_GOATHERD_DONE,SPK_TOLGA,0.7,128.0,1406.2,-20.7,0.7,0.5,0.6
REACT_GUARDS_COLOGNE,SPK_HASAN,0.7,271.2,1651.9,-22.9,0.3,0.8,0.1
REACT_KADRI_REPLAY_2,SPK_KADRI,0.7,320.0,1895.5,-22.5,0.3,0.8,1.1
REACT_NIHAT_PHONE,SPK_NIHAT,0.7,149.5,1280.6,-23.7,0.5,0.6,1.1
D10B_U_BOW,SPK_URBAN,0.6,320.0,2037.4,-18.6,0.0,0.1,1.1
D10B_U_UNTAPED,SPK_URBAN,0.6,326.5,2071.3,-21.8,0.3,0.2,1.1
D11_M_FIRED,SPK_MUFIDE,0.6,246.2,1302.2,-20.2,0.4,0.6,1.1
D12_F_KEY,SPK_FATIH,0.6,106.0,950.5,-22.5,0.6,0.0,0.7
D12_T_KEY_C,SPK_TOLGA,0.6,160.0,1318.7,-20.1,0.6,0.1,0.9
D15_G_W7,SPK_HIKMET,0.6,320.0,2417.5,-19.6,0.3,0.8,0.3
D2_H_RADIO_NO,SPK_HIKMET,0.6,313.7,2326.8,-21.6,0.0,0.3,1.1
D3_N_LOOK_FORMZ1,SPK_NIHAT,0.6,195.1,1202.0,-22.2,0.6,0.4,0.1
D4B_T_SELFIE,SPK_TOLGA,0.6,160.0,1412.1,-21.3,0.6,0.5,0.1
D5_N_CALL_2,SPK_NIHAT,0.6,141.6,1206.5,-21.7,0.6,0.4,0.3
D6A_T_C_TAKEN,SPK_TOLGA,0.6,160.0,1325.2,-20.2,0.6,0.1,0.9
D6B_G_WARN,SPK_GIUST,0.6,210.5,2264.4,-22.3,0.2,0.8,0.7
D6B_N_CELL_MORNING,SPK_NIKO,0.6,307.7,2141.8,-26.3,0.1,0.8,0.6
D6_URBAN_COLOGNE,SPK_URBAN,0.6,307.7,2040.5,-21.1,0.6,0.0,0.6
D6_URBAN_PHONE,SPK_URBAN,0.6,307.7,1978.3,-19.9,0.6,0.6,0.2
ITEM_SELF_BOOK,SPK_TOLGA,0.6,160.0,1389.0,-21.8,0.6,0.4,0.2
REACT_CALLIGRAPHER_TAPE,SPK_CALLIGRAPHER,0.6,80.4,1177.5,-20.6,0.6,0.4,1.0
REACT_FATIH_REPLAY_3,SPK_FATIH,0.6,106.0,887.9,-21.2,0.6,0.8,0.1
REACT_GIUST_LIGHTER,SPK_GIUST,0.6,205.1,1980.9,-23.5,0.6,0.5,0.1
REACT_GUARDS_PHONE,SPK_HASAN,0.6,307.7,1721.1,-22.7,0.6,0.5,0.0
REACT_LUTFI_POWERBANK,SPK_LUTFI,0.6,135.0,1260.0,-19.9,0.6,0.2,1.1
REACT_NIKO_REPLAY_1,SPK_NIKO,0.6,313.7,2328.4,-23.8,0.2,0.5,1.1
REACT_PAINTER_TAPE,SPK_PAINTER,0.6,93.0,1650.1,-23.5,0.5,0.8,0.5
D10B_U_FUSE_URBAN,SPK_URBAN,0.6,326.5,1949.2,-20.5,0.3,0.8,0.2
D10Z_K_FUSION,SPK_KADRI,0.6,301.9,2042.0,-24.3,0.6,0.1,0.0
D10Z_K_TASTE_OK_2,SPK_KADRI,0.6,301.9,2093.6,-25.4,0.6,0.5,0.6
D15_G_N4,SPK_HIKMET,0.6,301.9,2237.2,-20.5,0.6,0.1,0.3
D1_H_IDLE_1,SPK_HIKMET,0.6,301.9,2276.9,-21.4,0.6,0.1,0.9
D3_N_EVIDENCE_TOLGA,SPK_NIHAT,0.6,191.6,1214.5,-20.5,0.6,0.3,1.1
D4B_N_SPY2,SPK_NIKO,0.6,307.7,2143.2,-26.6,0.1,0.8,0.8
D5_H_CONF_0_NO,SPK_HIKMET,0.6,301.9,2153.3,-21.1,0.6,0.6,0.7
D5_H_PICK_PANEL,SPK_HIKMET,0.6,320.0,2414.6,-18.5,0.3,0.8,1.0
D9_C_NOBODY,SPK_CANDARLI,0.6,85.8,932.5,-17.3,0.6,0.7,0.7
D9_KADRI_TRIAL,SPK_KADRI,0.6,301.9,1909.4,-23.4,0.6,0.7,0.6
MG_CAUL_K_MISS_3,SPK_KADRI,0.6,301.9,2068.5,-25.2,0.6,0.3,0.5
REACT_CLERK_LIGHTER,SPK_CLERK,0.6,161.6,1919.2,-19.7,0.3,0.8,0.6
REACT_HIKMET_BOOK,SPK_HIKMET,0.6,301.9,2347.5,-21.2,0.6,0.4,0.8
REACT_KADRI_BOOK,SPK_KADRI,0.6,301.9,2049.6,-25.1,0.6,0.2,0.4
REACT_URBAN_POWERBANK,SPK_URBAN,0.6,326.5,1948.4,-20.5,0.3,0.8,0.2
D10H_K_HOUSE,SPK_EMPEROR,0.6,98.8,1293.0,-22.0,0.5,0.8,0.1
D10H_T_EXIT_2,SPK_TOLGA,0.6,130.1,1446.2,-22.6,0.6,0.8,0.7
D11_N_H_04,SPK_NIHAT,0.6,149.5,1239.2,-20.6,0.5,0.1,1.0
D12B_K_CANT_SAY,SPK_EMPEROR,0.6,98.2,1056.6,-22.5,0.6,0.5,0.0
D13_H3_TOGETHER,SPK_HIKMET,0.6,313.8,2116.6,-20.2,0.0,0.8,0.1
D2_HA_11,SPK_HASAN,0.6,301.9,1657.6,-22.2,0.5,0.8,0.3
D3_H_END_34,SPK_HIKMET,0.6,320.0,2118.2,-20.0,0.3,0.8,0.0
D6B_THEO_DONE,SPK_THEODOROS,0.6,104.9,1711.1,-23.9,0.6,0.1,0.1
D7_EMPEROR_AGAIN,SPK_EMPEROR,0.6,103.9,1256.8,-25.3,0.2,0.6,1.0
D8_H_CALL_1,SPK_HIKMET,0.6,313.7,2117.3,-19.6,0.0,0.8,0.3
MG_ARC_H_APPLE,SPK_HASAN,0.6,285.7,1736.3,-20.9,0.1,0.4,1.0
MG_CAUL_K_DUEL_LOSE,SPK_KADRI,0.6,313.7,1893.9,-25.6,0.0,0.8,0.7
REACT_CANDARLI_TAPE,SPK_CANDARLI,0.6,86.7,933.5,-19.8,0.6,0.7,0.1
REACT_DOUBLE_TAPE,SPK_DOUBLE,0.6,240.6,1878.3,-20.6,0.5,0.8,0.3
REACT_EMPEROR_REPLAY_3,SPK_EMPEROR,0.6,100.0,1008.9,-24.6,0.3,0.8,0.8
D10H_T_K_1,SPK_TOLGA,0.6,129.0,1308.5,-23.0,0.6,0.2,1.0
D10H_T_K_NOTAPE,SPK_TOLGA,0.6,146.1,1233.4,-21.7,0.1,0.8,0.1
D10Z_K_STOVE,SPK_KADRI,0.6,307.7,1963.9,-26.2,0.3,0.3,1.0
D11_N_BYZ,SPK_NIHAT,0.6,149.5,1177.5,-21.7,0.5,0.8,0.3
D12_F_ITEM_CUBE,SPK_FATIH,0.6,120.3,1000.7,-23.3,0.5,0.6,1.0
D15_G_PYJAMA_2,SPK_HIKMET,0.6,313.7,2151.7,-21.6,0.0,0.6,1.0
D3_M_10,SPK_MUFIDE,0.6,250.0,1256.5,-20.3,0.1,0.0,1.0
D3_N_HOLO_HIKMET,SPK_NIHAT,0.6,142.9,1236.1,-21.7,0.6,0.0,0.3
D6_URBAN_ASK,SPK_URBAN,0.6,320.0,2138.8,-19.1,0.0,0.8,0.7
MG_HAG_URBAN_DEAL,SPK_URBAN,0.6,313.7,1998.9,-21.7,0.3,0.4,1.0
REACT_AGA_CUBE,SPK_AGA,0.6,340.4,1766.7,-20.3,0.3,0.5,1.0
REACT_CAMELEER_BOOK,SPK_CAMELEER,0.6,381.0,2037.0,-21.4,0.6,0.8,0.7
REACT_DOUBLE_THERMOS,SPK_DOUBLE,0.6,238.8,1977.9,-19.2,0.6,0.1,0.3
D10O_A_Q3_CAMEL,SPK_AGA,0.6,333.3,1789.2,-23.3,0.0,0.2,1.0
D11_T_BURIED,SPK_TOLGA,0.6,133.3,1259.1,-20.0,0.4,0.6,1.0
D12B_K_END,SPK_EMPEROR,0.6,104.6,1015.4,-20.5,0.4,0.8,0.7
D12_F_CANNON_D,SPK_FATIH,0.6,122.1,973.9,-20.5,0.6,0.3,0.2
D12_F_MACHINE,SPK_FATIH,0.6,113.5,995.8,-18.8,0.1,0.5,1.0
D4A_ITEM_CHICKPEAS_2,SPK_HUSEYIN,0.6,285.8,1336.6,-22.8,0.5,0.8,0.4
D4A_ITEM_POWERBANK_3,SPK_HASAN,0.6,258.1,1825.3,-24.1,0.6,0.0,0.8
D7_HUSEYIN_LIE,SPK_HUSEYIN,0.6,246.2,1505.7,-22.0,0.6,0.2,0.1
D8_C_01,SPK_CEMIL,0.6,250.0,1752.5,-20.5,0.5,0.8,0.0
D9_G_2,SPK_HUSEYIN,0.6,246.2,1350.1,-20.9,0.6,0.7,0.9
REACT_EMPEROR_COLOGNE,SPK_EMPEROR,0.6,103.9,1014.4,-22.2,0.2,0.8,0.1
REACT_GUARDS_THERMOS,SPK_HASAN,0.6,258.1,1804.1,-23.7,0.6,0.1,0.6
REACT_THEODOROS_SELFIE,SPK_THEODOROS,0.6,95.2,1869.4,-23.8,0.6,0.7,0.1
D10Z_T_FUSION,SPK_TOLGA,0.6,129.6,1332.0,-22.4,0.6,0.1,0.6
D12_K_01,SPK_KADRI,0.6,313.7,2108.9,-22.6,0.0,0.6,1.0
D3_H_21,SPK_HIKMET,0.6,320.0,2124.0,-20.9,0.3,0.7,0.5
D9_G_LATER,SPK_HUSEYIN,0.6,254.0,1590.7,-23.0,0.4,0.7,0.6
REACT_CAMELEER_SELFIE,SPK_CAMELEER,0.6,381.0,2308.7,-21.6,0.6,0.6,0.6
REACT_CLERK_THERMOS,SPK_CLERK,0.6,150.9,2032.8,-22.8,0.4,0.4,1.0
D10B_T_B1_5,SPK_TOLGA,0.6,158.4,1344.5,-22.1,0.6,0.0,0.4
D10L_D_HEARD,SPK_MINER,0.6,238.8,2309.4,-18.4,0.5,0.1,1.0
D10Z_K_ASK_SOUP,SPK_KADRI,0.6,304.8,2134.0,-25.7,0.5,0.7,0.8
D12_F_KITCHEN,SPK_FATIH,0.6,115.9,943.0,-18.9,0.1,0.1,1.0
D13_R_CARD_OK,SPK_RIZA,0.6,242.4,2267.1,-19.6,0.1,0.7,0.3
D3_N_7C_2,SPK_NIHAT,0.6,150.9,1286.7,-20.7,0.4,0.7,1.0
D3_N_END_34,SPK_NIHAT,0.6,145.5,1286.6,-22.8,0.6,0.7,0.5
D6B_C_POWERBANK,SPK_CLERK,0.6,156.9,1938.6,-20.9,0.0,0.7,0.0
D6B_THEO_FAIL,SPK_THEODOROS,0.6,102.6,1676.7,-21.6,0.3,0.0,1.0
D6B_T_DUNGEON,SPK_TOLGA,0.6,137.9,1424.4,-23.0,0.2,0.6,1.0
D8_H_01,SPK_HIKMET,0.6,320.0,2124.3,-21.3,0.3,0.7,0.8
EV_COUNCIL_7,SPK_TOLGA,0.6,158.4,1302.0,-20.9,0.6,0.3,0.4
EV_ENVOY_7,SPK_TOLGA,0.6,144.1,1440.1,-21.7,0.0,0.7,0.1
REACT_MINER_COLOGNE,SPK_MINER,0.6,231.9,2111.5,-18.7,0.0,0.7,0.8
REACT_NIHAT_BOOK,SPK_NIHAT,0.6,149.5,1287.6,-21.6,0.5,0.7,0.4
REACT_URBAN_TAPE,SPK_URBAN,0.6,316.9,2135.7,-18.7,0.2,0.7,0.9
D10A_N_OTAG_1,SPK_NIHAT,0.6,144.8,1207.3,-22.5,0.6,0.3,0.2
D10H_T_CONFESS,SPK_TOLGA,0.6,130.1,1430.0,-22.7,0.6,0.7,0.8
D12_T_CANDARLI,SPK_TOLGA,0.6,146.1,1241.0,-21.8,0.1,0.7,0.2
D14_N_RECRUIT,SPK_NIHAT,0.6,161.7,1250.1,-20.7,0.2,0.2,0.9
D6A_T_ROAD_B,SPK_TOLGA,0.6,130.1,1260.1,-22.5,0.6,0.6,0.7
D6B_C_PHONE,SPK_CLERK,0.6,148.1,2216.9,-20.9,0.6,0.3,0.0
D8_H_GOT_ANTENNA,SPK_HIKMET,0.6,320.0,2400.1,-20.6,0.3,0.7,0.4
REACT_KID_PHONE,SPK_KID,0.6,285.7,1200.1,-22.5,0.6,0.7,0.9
REACT_NOTARY_SELFIE,SPK_NOTARY,0.6,187.1,1109.4,-19.3,0.3,0.7,0.5
REACT_WINE_PHONE,SPK_WINE,0.6,219.2,1275.5,-23.0,0.6,0.5,0.5
REACT_WINE_TAPE,SPK_WINE,0.6,219.2,1175.7,-22.3,0.6,0.3,0.1
D10B_F_B1_3,SPK_FATIH,0.6,119.4,951.1,-18.9,0.4,0.0,0.9
D10L_G_POLICY,SPK_GRANT,0.6,152.4,1313.5,-22.6,0.2,0.7,0.4
D15_S_W5,SPK_TOLGA,0.6,132.2,1285.3,-22.9,0.5,0.4,0.9
D8_C_LATE,SPK_CEMIL,0.6,266.7,1490.4,-20.5,0.6,0.7,0.0
D8_H_CAUGHT_2,SPK_HIKMET,0.6,320.0,2130.8,-18.9,0.3,0.7,0.8
REACT_CAMELEER_POWERBANK,SPK_CAMELEER,0.6,355.6,2114.0,-22.6,0.6,0.4,0.0
REACT_CANDARLI_CUBE,SPK_CANDARLI,0.6,89.9,1464.1,-22.9,0.6,0.4,0.7
REACT_PAINTER_SELFIE,SPK_PAINTER,0.6,96.4,2001.8,-24.6,0.1,0.7,0.2
D10G_T_F_2,SPK_TOLGA,0.6,130.6,1337.8,-22.2,0.6,0.0,0.4
D10O_A_CHASE,SPK_AGA,0.6,340.4,1890.8,-22.1,0.3,0.7,0.1
D15_G_W8,SPK_HIKMET,0.6,313.7,2377.3,-21.4,0.0,0.6,0.9
D1_H_12,SPK_HIKMET,0.6,310.7,2339.2,-21.4,0.2,0.4,0.9
D3_H_LIE_KIND,SPK_HIKMET,0.6,313.7,2133.6,-19.4,0.0,0.7,0.4
D4A_T_01,SPK_TOLGA,0.6,130.6,1433.7,-21.5,0.6,0.7,0.0
D6B_T_01,SPK_TOLGA,0.6,143.5,1244.2,-20.2,0.0,0.7,0.9
D7_N_THEO_CHAT2,SPK_NIHAT,0.6,166.7,1240.3,-20.8,0.0,0.1,0.9
MG_MAN_E_CAPTURE_1,SPK_EMPEROR,0.6,101.3,1026.5,-22.4,0.1,0.7,0.0
QUEST_BOOK_DONE,SPK_TOLGA,0.6,134.5,1289.7,-22.9,0.4,0.4,0.9
REACT_PASHA_BOOK,SPK_PASHA,0.6,124.0,1024.6,-18.3,0.5,0.3,0.9
D10B_U_CALC_EYE,SPK_URBAN,0.5,320.0,1972.6,-18.8,0.0,0.6,0.9
D10G_C_3,SPK_CAPTAIN,0.5,273.5,1808.1,-20.0,0.2,0.7,0.7
D10G_F_3,SPK_FISHMONGER,0.5,372.1,2153.2,-22.3,0.0,0.7,0.2
D10H_T_G_PB,SPK_TOLGA,0.5,150.9,1245.2,-22.3,0.3,0.7,0.5
D3_H_TEA_2,SPK_HIKMET,0.5,320.0,2392.5,-21.3,0.3,0.7,0.9
D4A_ITEM_COLOGNE_2,SPK_HUSEYIN,0.5,289.0,1385.9,-20.8,0.5,0.5,0.9
D4A_ITEM_PHONE_2,SPK_HUSEYIN,0.5,271.2,1580.1,-23.5,0.1,0.7,0.9
D6_GIUST_HELLO,SPK_GIUST,0.5,219.2,1945.2,-23.0,0.5,0.7,0.2
D6_LUTFI_CHICKPEAS,SPK_LUTFI,0.5,141.6,1142.7,-23.2,0.3,0.7,0.6
D7_N_FOUND_CELL,SPK_NIHAT,0.5,146.1,1274.4,-22.7,0.5,0.6,0.4
D7_N_URBAN_DJINN,SPK_NIHAT,0.5,150.9,1283.1,-22.2,0.4,0.7,0.1
D8_H_STAY,SPK_HIKMET,0.5,320.0,2391.7,-19.6,0.3,0.7,0.3
D9_MINER_NO,SPK_MINER,0.5,225.4,2123.8,-19.1,0.5,0.7,0.6
D9_MINER_YES,SPK_MINER,0.5,238.8,2434.8,-18.5,0.5,0.7,0.9
REACT_LUTFI_CHICKPEAS,SPK_LUTFI,0.5,152.4,1143.2,-22.8,0.1,0.7,0.4
REACT_NIHAT_CUBE,SPK_NIHAT,0.5,173.9,1283.0,-22.3,0.1,0.7,0.1
REACT_TAILOR_THERMOS,SPK_TAILOR,0.5,242.4,1984.9,-19.8,0.5,0.1,0.6
REACT_THEODOROS_CUBE,SPK_THEODOROS,0.5,103.2,1873.9,-24.5,0.4,0.7,0.4
D10A_TH_FORM_5,SPK_THEODOROS,0.5,95.8,1683.1,-23.1,0.5,0.0,0.3
D10L_N_DIG_1,SPK_NIHAT,0.5,175.8,1184.2,-21.6,0.2,0.7,0.4
D10O_A_ITEM_COLOGNE,SPK_AGA,0.5,340.4,1743.7,-22.7,0.3,0.7,0.6
D10O_T_END,SPK_TOLGA,0.5,131.1,1281.7,-21.9,0.5,0.4,0.2
D12_END_12_3_3,SPK_FATIH,0.5,107.4,928.5,-20.9,0.5,0.3,0.1
D12_END_12_5_2,SPK_TOLGA,0.5,131.1,1263.4,-20.3,0.5,0.6,0.8
D12_K_03,SPK_KADRI,0.5,313.7,2125.6,-23.0,0.0,0.7,0.8
D12_T_CANNON_B,SPK_TOLGA,0.5,131.1,1372.0,-21.8,0.5,0.2,0.2
D13_T3_STAY,SPK_TOLGA,0.5,144.1,1411.4,-22.8,0.0,0.5,0.9
D3_N_01,SPK_NIHAT,0.5,150.9,1240.4,-20.8,0.4,0.1,0.9
D4A_T_01M,SPK_TOLGA,0.5,139.1,1251.6,-20.2,0.2,0.6,0.9
D4B_NIKO_THERMOS,SPK_NIKO,0.5,320.0,2335.3,-24.1,0.4,0.6,0.9
D9_LUTFI_OFFER_2,SPK_LUTFI,0.5,161.6,1146.1,-21.6,0.5,0.7,0.2
QUEST_PHONE_DONE,SPK_TOLGA,0.5,131.1,1327.8,-22.6,0.5,0.1,0.7
REACT_DOUBLE_POWERBANK,SPK_DOUBLE,0.5,254.0,2047.3,-18.4,0.1,0.7,0.7
REACT_PASHA_TAPE,SPK_PASHA,0.5,114.3,1162.6,-19.0,0.3,0.7,0.7
D10A_N_FORM_1,SPK_NIHAT,0.5,177.8,1201.0,-20.8,0.2,0.4,0.9
D10B_T_B3_5,SPK_TOLGA,0.5,156.1,1397.7,-20.2,0.5,0.4,0.9
D10B_U_CAST_INTRO,SPK_URBAN,0.5,313.7,2033.9,-21.5,0.3,0.1,0.9
D10B_U_NAME_1,SPK_URBAN,0.5,326.5,2125.1,-21.1,0.3,0.7,0.6
D10H_T_EXIT_0,SPK_TOLGA,0.5,131.2,1304.2,-22.2,0.5,0.2,0.5
D3_R_13,SPK_RIZA,0.5,248.1,2352.1,-18.4,0.5,0.1,0.4
D6B_T_SILENT,SPK_TOLGA,0.5,153.1,1428.4,-20.8,0.4,0.7,0.5
D7_NIKO_AGAIN,SPK_NIKO,0.5,301.9,2229.5,-24.1,0.3,0.2,0.9
D7_N_KADRI_ASK,SPK_NIHAT,0.5,146.8,1246.1,-22.2,0.5,0.2,0.0
D8_C_PAY2,SPK_CEMIL,0.5,258.1,1668.5,-19.2,0.0,0.3,0.9
MG_HAG_WINE_LOW,SPK_WINE,0.5,210.5,1227.9,-23.6,0.0,0.1,0.9
NPC_KID_1,SPK_KID,0.5,258.1,1266.9,-21.2,0.5,0.0,0.4
REACT_KID_THERMOS,SPK_KID,0.5,258.1,1208.8,-19.8,0.5,0.6,0.2
D10O_A_INTRO,SPK_AGA,0.5,333.3,1884.9,-22.8,0.0,0.6,0.6
D10Z_F_TASTE_LEB,SPK_FATIH,0.5,111.1,931.2,-22.9,0.2,0.2,0.8
D10Z_K_ASK_SWEET,SPK_KADRI,0.5,310.7,1916.0,-23.6,0.2,0.6,0.4
D10Z_K_SOUP_OK_2,SPK_KADRI,0.5,323.3,1937.5,-23.5,0.5,0.5,0.5
D10Z_K_YES_1,SPK_KADRI,0.5,307.7,1915.7,-24.0,0.3,0.6,0.2
D12_F_CANDARLI,SPK_FATIH,0.5,115.9,1005.1,-20.4,0.1,0.6,0.3
REACT_LUTFI_PHONE,SPK_LUTFI,0.5,140.4,1148.1,-23.0,0.4,0.6,0.5
D10L_D_DIG_1,SPK_MINER,0.5,238.8,2233.3,-20.0,0.5,0.2,0.0
D4B_N_GATE,SPK_NIKO,0.5,296.3,2213.9,-25.6,0.5,0.3,0.1
D5_H_CONF_2,SPK_HIKMET,0.5,307.7,2382.3,-19.3,0.3,0.6,0.5
D6_T_RADIO_DEAD,SPK_TOLGA,0.5,153.8,1425.3,-22.1,0.4,0.6,0.4
D7_GIUST_TRUTH,SPK_GIUST,0.5,216.2,2091.7,-22.1,0.2,0.0,0.8
MG_HAG_NIKO_NOSWEET,SPK_NIKO,0.5,296.3,2209.6,-25.6,0.5,0.3,0.1
MG_HAG_NIKO_WIN,SPK_NIKO,0.5,313.7,2253.7,-24.1,0.2,0.0,0.8
QUEST_CHICKENS_DONE,SPK_TOLGA,0.5,132.2,1314.3,-20.3,0.5,0.2,0.8
REACT_GUARDS_LIGHTER,SPK_HASAN,0.5,301.9,1810.4,-23.1,0.5,0.0,0.2
REACT_NIHAT_TAPE,SPK_NIHAT,0.5,164.9,1270.3,-20.9,0.1,0.5,0.8
REACT_NIKO_REPLAY_3,SPK_NIKO,0.5,296.3,2211.0,-25.3,0.5,0.3,0.1
REACT_SOLDIER_SELFIE,SPK_SOLDIER,0.5,173.9,1718.8,-17.7,0.4,0.6,0.0
REACT_URBAN_THERMOS,SPK_URBAN,0.5,326.5,1970.4,-19.4,0.3,0.6,0.5
D10G_T_LETTER,SPK_TOLGA,0.5,153.1,1321.6,-22.7,0.4,0.1,0.8
D10O_A_PASS,SPK_AGA,0.5,326.5,1748.7,-21.8,0.3,0.6,0.0
D10Z_K_03,SPK_KADRI,0.5,307.7,1986.3,-22.9,0.3,0.2,0.8
D13_H3_STAY,SPK_HIKMET,0.5,307.7,2381.2,-20.0,0.3,0.6,0.1
D1_H_17,SPK_HIKMET,0.5,313.7,2381.4,-19.5,0.0,0.6,0.4
D6_KADRI_SELFIE,SPK_KADRI,0.5,313.7,1921.6,-24.4,0.0,0.6,0.0
D7_LUTFI_FORM,SPK_LUTFI,0.5,137.9,1170.3,-23.1,0.5,0.5,0.5
D9_MINER_OFFER_2,SPK_MINER,0.5,228.6,2200.6,-18.6,0.2,0.3,0.8
MG_HAG_URBAN_WIN,SPK_URBAN,0.5,320.0,2079.7,-18.9,0.0,0.3,0.8
QUEST_COUNCIL_DONE,SPK_TOLGA,0.5,146.8,1254.8,-20.5,0.1,0.6,0.7
REACT_CAMELEER_CUBE,SPK_CAMELEER,0.5,372.1,2087.0,-21.3,0.2,0.5,0.8
REACT_NIHAT_SELFIE,SPK_NIHAT,0.5,148.1,1230.4,-23.0,0.5,0.0,0.6
D10O_A_Q1_LIE,SPK_AGA,0.5,333.3,1807.8,-20.6,0.0,0.1,0.8
D10O_A_Q3_OK,SPK_AGA,0.5,333.3,1749.8,-21.8,0.0,0.6,0.0
D10Z_T_YES,SPK_TOLGA,0.5,139.1,1422.3,-21.4,0.2,0.6,0.1
D12_F_KEY_B_NO,SPK_FATIH,0.5,108.8,1001.4,-20.2,0.4,0.6,0.4
D15_S_W3,SPK_TOLGA,0.5,132.2,1326.8,-21.8,0.5,0.1,0.2
D1_T_MIRROR,SPK_TOLGA,0.5,136.8,1285.4,-20.3,0.3,0.4,0.8
D9_H2_4,SPK_HIKMET,0.5,320.0,2360.4,-18.8,0.3,0.5,0.8
D9_T_GOAL,SPK_TOLGA,0.5,150.9,1256.2,-21.0,0.3,0.6,0.3
REACT_DERVISH_THERMOS,SPK_DERVISH,0.5,92.0,1466.4,-22.8,0.2,0.1,0.8
REACT_PASHA_POWERBANK,SPK_PASHA,0.5,114.3,1072.6,-23.3,0.3,0.0,0.8
D10A_TH_WRONG_1,SPK_THEODOROS,0.5,100.0,1589.0,-25.3,0.0,0.3,0.8
D10B_T_CAST_SPILL,SPK_TOLGA,0.5,146.8,1264.7,-22.7,0.1,0.5,0.8
D6_LUTFI_COLOGNE,SPK_LUTFI,0.5,147.5,1290.1,-23.7,0.1,0.5,0.8
D6_URBAN_THERMOS,SPK_URBAN,0.5,320.0,2006.5,-19.0,0.0,0.3,0.8
D7_N_TRACE_CELL,SPK_NIHAT,0.5,151.7,1189.9,-23.0,0.4,0.6,0.6
D9_T_GATE_WAIT,SPK_TOLGA,0.5,139.1,1257.1,-22.0,0.2,0.6,0.3
MG_HAG_URBAN_LOW,SPK_URBAN,0.5,326.5,2065.6,-19.0,0.3,0.2,0.8
REACT_MINER_THERMOS,SPK_MINER,0.5,225.4,2297.6,-20.8,0.5,0.1,0.5
D10G_F_AGAIN,SPK_FISHMONGER,0.5,363.6,2357.0,-21.9,0.4,0.6,0.1
D10O_A_Q3_CAMEL_TWIST,SPK_AGA,0.5,333.3,1876.8,-21.5,0.0,0.6,0.2
D11_T_HELP_4,SPK_TOLGA,0.5,139.1,1358.1,-22.7,0.2,0.1,0.8
D12_F_01,SPK_FATIH,0.5,111.1,971.8,-19.3,0.2,0.2,0.8
D3_N_END_35,SPK_NIHAT,0.5,155.3,1202.4,-21.0,0.3,0.4,0.8
D3_N_LOOK_PLANT,SPK_NIHAT,0.5,173.0,1276.0,-21.1,0.1,0.6,0.7
D6A_T_ROAD_A,SPK_TOLGA,0.5,149.5,1297.6,-22.7,0.2,0.3,0.8
D7_THEO_CHAT2,SPK_THEODOROS,0.5,96.4,1673.7,-23.5,0.5,0.0,0.1
D9_URBAN_TR3,SPK_URBAN,0.5,313.7,1974.4,-20.8,0.3,0.6,0.4
